Date_Time,amount_consumed,latency_to_consumption,Type,Frame
2026-09-07 17:22:17.244420,,,start,0
2026-09-07 17:22:17.245695,,,drink,0
2026-09-07 17:22:17.246428,,,start,0
2026-09-07 17:22:17.247695,,,drink,0
2026-09-07 17:22:17.248426,,,start,0
2026-09-07 17:22:17.249664,,,drink,0
2026-09-07 17:22:17.250414,,,start,0
2026-09-07 17:22:17.251663,,,drink,0
2026-09-07 17:22:17.252400,,,start,0
2026-09-07 17:22:17.253665,,,drink,0
2026-09-07 17:22:17.254416,,,start,0
2026-09-07 17:22:17.255694,,,drink,0
2026-09-07 17:22:17.256425,,,start,0
2026-09-07 17:22:17.257695,,,drink,0
2026-09-07 17:22:17.258433,,,start,0
2026-09-07 17:22:17.259695,,,drink,0
2026-09-07 17:22:17.260421,,,start,0
2026-09-07 17:22:17.261695,,,drink,0
2026-09-07 17:22:17.262434,,,start,0
2026-09-07 17:22:17.263695,,,drink,0
2026-09-07 17:22:17.264426,,,start,0
2026-09-07 17:22:17.265697,,,drink,0
2026-09-07 17:22:17.266438,,,start,0
2026-09-07 17:22:17.267694,,,drink,0
2026-09-07 17:22:17.268419,,,start,0
2026-09-07 17:22:17.269696,,,drink,0
2026-09-07 17:22:17.270431,,,start,0
2026-09-07 17:22:17.271696,,,drink,0
2026-09-07 17:22:17.272425,,,start,0
2026-09-07 17:22:17.273697,,,drink,0
2026-09-07 17:22:17.274431,,,start,0
2026-09-07 17:22:17.275664,,,drink,0
2026-09-07 17:22:17.276389,,,start,0
2026-09-07 17:22:17.277666,,,drink,0
2026-09-07 17:22:17.278418,,,start,0
2026-09-07 17:22:17.279666,,,drink,0
2026-09-07 17:22:17.280393,,,start,0
2026-09-07 17:22:17.281696,,,drink,0
2026-09-07 17:22:17.282432,,,start,0
2026-09-07 17:22:17.283697,,,drink,0
2026-09-07 17:22:17.284423,,,start,0
2026-09-07 17:22:17.285701,,,drink,0
2026-09-07 17:22:17.286431,,,start,0
2026-09-07 17:22:17.287695,,,drink,0
2026-09-07 17:22:17.288419,,,start,0
2026-09-07 17:22:17.289697,,,drink,0
2026-09-07 17:22:17.290431,,,start,0
2026-09-07 17:22:17.291696,,,drink,0
2026-09-07 17:22:17.292421,,,start,0
2026-09-07 17:22:17.293697,,,drink,0
2026-09-07 17:22:17.294428,,,start,0
2026-09-07 17:22:17.295695,,,drink,0
2026-09-07 17:22:17.296420,,,start,0
2026-09-07 17:22:17.297696,,,drink,0
2026-09-07 17:22:17.298430,,,start,0
2026-09-07 17:22:17.299695,,,drink,0
2026-09-07 17:22:17.300416,,,start,0
2026-09-07 17:22:17.301666,,,drink,0
2026-09-07 17:22:17.302418,,,start,0
2026-09-07 17:22:17.303664,,,drink,0
2026-09-07 17:22:17.304394,,,start,0
2026-09-07 17:22:17.305665,,,drink,0
2026-09-07 17:22:17.306397,,,start,0
2026-09-07 17:22:17.307665,,,drink,0
2026-09-07 17:22:17.308389,,,start,0
2026-09-07 17:22:17.309697,,,drink,0
