Date_Time,amount_consumed,latency_to_consumption,Type
2026-04-13 14:02:14.060881,,,block_end,0
2026-04-13 14:36:31.032521,,,initialize,0
2026-04-13 14:50:43.895476,,,initialize,80
2026-04-13 15:41:21.362364,,,initialize,0
2026-04-14 13:26:54.624307,,,initialize,0
2026-04-15 14:05:31.073245,,,initialize,0
2026-04-15 14:06:47.828454,,,initialize,0
2026-04-15 14:22:17.951648,,,initialize,0
2026-04-15 14:50:05.455610,,,initialize,0
2026-04-15 15:46:09.390596,,,initialize,0
2026-04-15 15:48:48.795021,,,initialize,0
2026-04-15 16:03:36.084431,,,initialize,0
2026-04-16 12:10:11.399989,,,initialize,0
2026-04-16 12:12:17.246502,,,block_start,0
2026-04-16 12:12:41.763306,,,start,0
2026-04-16 12:12:46.566306,,,drink,0
2026-04-16 12:12:49.347847,,,start,0
2026-04-16 12:12:54.785467,,,exit,0
2026-04-16 12:12:58.883774,,,block_end,0
2026-04-16 12:13:29.447504,,,block_start,0
2026-04-16 12:13:32.319076,,,start,0
2026-04-16 12:13:35.540546,,,drink,0
2026-04-16 12:13:35.596512,,,start,0
2026-04-16 12:13:35.598349,,,drink,0
2026-04-16 12:13:42.326585,,,start,0
2026-04-16 12:13:49.254667,,,exit,0
2026-04-16 12:13:52.842884,,,block_end,0
2026-04-16 12:19:02.474287,,,block_start,0
2026-04-16 12:19:27.946695,,,start,0
2026-04-16 12:19:27.948174,,,start,0
2026-04-16 12:19:30.678128,,,drink,0
2026-04-16 12:19:33.591591,,,start,0
2026-04-16 12:19:36.751832,,,exit,0
2026-04-16 12:19:38.341821,,,block_end,0
2026-04-16 12:19:57.381545,,,block_start,0
2026-04-16 12:20:16.649725,,,start,0
2026-04-16 12:20:20.816687,,,drink,0
2026-04-16 12:20:25.769980,,,start,0
2026-04-16 12:20:28.524664,,,exit,0
2026-04-16 12:20:31.113845,,,block_end,0
2026-04-16 12:26:45.278216,,,initialize,0
2026-04-16 12:27:57.517297,,,block_start,0
2026-04-16 12:37:21.142761,,,initialize,0
2026-04-16 12:41:59.799152,,,block_start,0
2026-04-16 12:44:15.133216,,,start,0
2026-04-16 12:44:15.135027,,,start,0
2026-04-16 12:44:18.845406,,,exit,0
2026-04-16 12:44:20.930929,,,block_end,0
2026-04-16 12:44:39.476745,,,block_start,0
2026-04-16 12:44:44.001777,,,start,0
2026-04-16 12:44:44.003907,,,start,0
2026-04-16 12:44:56.082681,,,exit,0
2026-04-16 12:44:58.671810,,,block_end,0
2026-04-16 12:45:08.698831,,,block_start,0
2026-04-16 12:45:20.958710,,,start,0
2026-04-16 12:45:20.960220,,,start,0
2026-04-16 13:04:20.171464,,,initialize,0
2026-04-16 13:11:59.690028,,,block_start,0
2026-04-16 13:12:04.086677,,,start,0
2026-04-16 13:12:04.089301,,,start,0
2026-04-16 13:15:57.793637,,,exit,0
2026-04-16 13:16:01.384846,,,block_end,0
2026-04-16 13:26:15.718059,,,initialize,0
2026-04-16 13:29:50.195128,,,initialize,0
2026-04-16 13:31:30.089630,,,initialize,0
2026-04-16 13:32:10.763446,,,block_start,0
2026-04-16 13:32:13.856514,,,start,0
2026-04-16 13:32:13.859969,,,start,0
2026-04-16 13:32:17.955419,,,drink,0
2026-04-16 13:32:20.389677,,,start,0
2026-04-16 13:32:24.114185,,,exit,0
2026-04-16 13:32:26.700883,,,block_end,0
2026-04-16 13:34:20.050725,,,initialize,0
2026-04-16 17:37:53.940112,,,initialize,0
2026-04-16 17:38:45.194874,,,initialize,0
2026-04-16 18:01:09.871314,,,block_start,0
2026-04-16 18:01:12.165719,,,start,0
2026-04-16 18:01:12.167860,,,start,0
2026-04-16 18:01:20.669414,,,drink,0
2026-04-16 18:01:24.958101,,,start,0
2026-04-16 18:01:39.550308,,,drink,0
2026-04-16 18:01:51.824293,,,start,0
2026-04-16 18:01:54.775052,,,exit,0
2026-04-16 18:01:56.858390,,,block_end,0
2026-04-16 18:01:56.888660,,,imaging_stop,0
2026-04-17 12:56:57.882775,,,initialize,0
2026-04-17 14:11:47.875523,,,initialize,161
2026-04-20 13:04:15.748760,,,initialize,0
2026-04-20 14:10:17.226508,,,block_start,0
2026-04-20 14:10:49.906025,,,start,325
2026-04-20 14:13:20.977011,,,drink,1155
2026-04-20 14:13:25.256587,,,start,1197
2026-04-20 14:13:39.761634,,,drink,1341
2026-04-20 14:13:43.284031,,,start,1376
2026-04-20 14:21:14.618354,,,drink,2656
2026-04-20 14:21:14.674620,,,start,2656
2026-04-20 14:21:15.217287,,,drink,2656
2026-04-20 14:21:18.359040,,,start,2656
2026-04-20 14:21:55.329255,,,exit,2656
2026-04-20 14:21:56.913904,,,block_end,2656
2026-04-20 14:21:56.944066,,,imaging_stop,2656
2026-04-20 14:22:11.948380,,,block_start,0
2026-04-20 14:22:26.092888,,,start,0
2026-04-20 14:22:35.609073,,,drink,0
2026-04-20 14:22:35.665610,,,start,0
2026-04-20 14:22:35.668052,,,drink,0
2026-04-20 14:22:39.107135,,,start,0
2026-04-20 14:23:26.153824,,,drink,60
2026-04-20 14:23:36.330828,,,start,161
2026-04-20 14:23:53.220606,,,exit,329
2026-04-20 14:23:54.306883,,,block_end,340
2026-04-20 14:24:01.843509,,,imaging_stop,406
2026-04-20 14:47:46.535441,,,initialize,62
2026-04-20 15:18:12.108373,,,initialize,0
2026-04-20 15:33:20.700697,,,initialize,0
2026-04-21 13:06:06.187766,,,initialize,1
